<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.12	16:30:00	3242.91	3247.71	3240.05	3243.17	4524	0	8
2025.05.12	16:45:00	3243.14	3243.73	3234.94	3237.63	4407	0	8
2025.05.12	17:00:00	3237.61	3241.11	3235.90	3236.57	3965	0	8
2025.05.12	17:15:00	3236.54	3242.44	3232.64	3239.13	3782	0	8
2025.05.12	17:30:00	3239.13	3240.75	3235.74	3239.11	3036	0	8
2025.05.12	17:45:00	3239.21	3243.87	3237.51	3239.24	2679	0	8
2025.05.12	18:00:00	3239.21	3240.03	3231.25	3231.51	3368	0	8
2025.05.12	18:15:00	3231.51	3232.50	3225.71	3227.32	3219	0	8
2025.05.12	18:30:00	3227.35	3230.38	3226.26	3228.27	2989	0	8
2025.05.12	18:45:00	3228.11	3228.75	3223.19	3224.16	2721	0	9
2025.05.12	19:00:00	3224.16	3225.08	3221.11	3222.74	2818	0	8
2025.05.12	19:15:00	3222.75	3227.51	3222.59	3223.98	2978	0	8
2025.05.12	19:30:00	3223.98	3227.25	3223.97	3225.56	2106	0	8
2025.05.12	19:45:00	3225.56	3226.01	3222.58	3223.23	1919	0	8
2025.05.12	20:00:00	3223.23	3225.32	3222.61	3222.70	1733	0	8
2025.05.12	20:15:00	3222.69	3223.84	3220.30	3223.67	2560	0	8
2025.05.12	20:30:00	3223.65	3224.22	3220.86	3223.30	1680	0	9
2025.05.12	20:45:00	3223.30	3230.00	3223.25	3229.61	2340	0	8
2025.05.12	21:00:00	3229.66	3234.25	3228.86	3232.50	2769	0	9
2025.05.12	21:15:00	3232.48	3238.77	3232.30	3237.86	2344	0	8
2025.05.12	21:30:00	3237.86	3238.83	3234.80	3234.96	1973	0	8
2025.05.12	21:45:00	3234.86	3236.50	3234.24	3235.37	2464	0	8
2025.05.12	22:00:00	3235.34	3237.04	3232.54	3236.56	1267	0	8
2025.05.12	22:15:00	3236.54	3238.41	3235.12	3235.12	782	0	8
2025.05.12	22:30:00	3235.12	3236.44	3234.91	3235.45	716	0	8
2025.05.12	22:45:00	3235.45	3236.40	3233.91	3233.99	501	0	13
2025.05.13	00:00:00	3234.13	3235.86	3232.78	3235.86	324	0	14
2025.05.13	00:15:00	3235.93	3237.98	3234.64	3236.95	794	0	12
2025.05.13	00:30:00	3236.94	3237.40	3234.72	3235.81	1351	0	8
2025.05.13	00:45:00	3235.80	3235.90	3229.85	3233.83	1211	0	8
2025.05.13	01:00:00	3233.82	3237.13	3233.34	3234.50	1167	0	8
2025.05.13	01:15:00	3234.51	3236.22	3233.93	3235.69	698	0	8
2025.05.13	01:30:00	3235.69	3239.99	3234.65	3238.08	1014	0	8
2025.05.13	01:45:00	3238.08	3239.83	3235.33	3236.69	1231	0	13
2025.05.13	02:00:00	3236.69	3243.23	3235.71	3241.48	2417	0	8
2025.05.13	02:15:00	3241.31	3241.59	3235.54	3237.18	2265	0	8
2025.05.13	02:30:00	3237.18	3240.11	3233.74	3235.29	2397	0	11
2025.05.13	02:45:00	3235.29	3240.45	3234.80	3239.82	2043	0	8
2025.05.13	03:00:00	3239.82	3243.23	3234.92	3235.90	3402	0	8
2025.05.13	03:15:00	3235.88	3239.05	3229.87	3229.87	2908	0	8
2025.05.13	03:30:00	3230.15	3230.15	3216.54	3217.20	4158	0	8
2025.05.13	03:45:00	3217.07	3227.19	3215.84	3225.11	3394	0	8
2025.05.13	04:00:00	3225.12	3229.06	3223.13	3228.26	2510	0	8
2025.05.13	04:15:00	3228.26	3229.09	3225.85	3225.99	2046	0	8
2025.05.13	04:30:00	3226.08	3238.85	3224.95	3238.33	2880	0	8
2025.05.13	04:45:00	3238.31	3241.17	3227.91	3228.77	3173	0	8
2025.05.13	05:00:00	3228.74	3233.66	3228.16	3233.42	2430	0	9
2025.05.13	05:15:00	3233.42	3235.01	3232.30	3234.22	2230	0	8
2025.05.13	05:30:00	3234.23	3236.43	3233.41	3234.61	1562	0	8
2025.05.13	05:45:00	3234.70	3238.31	3234.47	3236.59	1882	0	8
2025.05.13	06:00:00	3236.60	3237.45	3235.08	3235.19	1451	0	11
2025.05.13	06:15:00	3235.19	3238.51	3234.91	3238.51	1265	0	8
2025.05.13	06:30:00	3238.51	3247.70	3238.25	3246.87	1870	0	8
2025.05.13	06:45:00	3246.85	3253.48	3246.06	3252.45	2163	0	8
2025.05.13	07:00:00	3252.49	3260.62	3251.10	3260.16	2233	0	8
2025.05.13	07:15:00	3260.11	3260.13	3255.44	3257.82	1931	0	8
2025.05.13	07:30:00	3257.82	3258.22	3252.55	3253.03	2739	0	8
2025.05.13	07:45:00	3253.04	3257.01	3251.52	3256.45	2304	0	8
2025.05.13	08:00:00	3256.62	3258.32	3247.27	3251.07	2915	0	8
2025.05.13	08:15:00	3251.07	3255.78	3248.46	3253.96	2560	0	8
2025.05.13	08:30:00	3253.95	3257.75	3251.53	3257.75	2032	0	8
2025.05.13	08:45:00	3257.75	3265.43	3257.43	3262.04	2684	0	8
2025.05.13	09:00:00	3262.25	3264.91	3259.25	3259.25	2707	0	8
2025.05.13	09:15:00	3259.21	3260.90	3256.03	3256.63	2285	0	8
2025.05.13	09:30:00	3256.64	3257.89	3254.27	3256.18	2269	0	8
2025.05.13	09:45:00	3256.11	3259.97	3255.79	3259.06	2261	0	8
2025.05.13	10:00:00	3259.12	3261.16	3257.41	3258.39	1938	0	8
2025.05.13	10:15:00	3258.40	3259.65	3253.47	3254.09	2118	0	8
2025.05.13	10:30:00	3254.09	3255.16	3252.22	3254.42	1803	0	8
2025.05.13	10:45:00	3254.44	3256.27	3250.30	3255.49	2154	0	8
2025.05.13	11:00:00	3255.49	3255.90	3253.23	3253.77	1562	0	8
2025.05.13	11:15:00	3253.89	3256.58	3252.40	3252.64	1344	0	8
2025.05.13	11:30:00	3252.64	3255.01	3250.53	3251.67	1501	0	8
2025.05.13	11:45:00	3251.76	3255.79	3251.42	3253.34	1403	0	8
2025.05.13	12:00:00	3253.34	3255.00	3251.12	3251.78	1409	0	8
2025.05.13	12:15:00	3251.78	3256.27	3251.44	3254.79	1174	0	8
2025.05.13	12:30:00	3254.79	3255.52	3252.47	3253.86	1188	0	8
2025.05.13	12:45:00	3253.86	3254.55	3251.86	3252.80	1209	0	8
2025.05.13	13:00:00	3252.85	3254.20	3251.59	3252.88	1569	0	8
2025.05.13	13:15:00	3252.88	3258.64	3250.26	3255.78	2017	0	8
2025.05.13	13:30:00	3255.85	3258.55	3253.83	3254.96	1809	0	8
2025.05.13	13:45:00	3254.80	3255.64	3248.78	3249.13	2655	0	8
2025.05.13	14:00:00	3249.33	3249.85	3240.48	3241.47	3486	0	8
2025.05.13	14:15:00	3241.75	3242.57	3237.35	3239.95	2866	0	8
2025.05.13	14:30:00	3239.85	3247.79	3238.00	3247.26	4701	0	8
2025.05.13	14:45:00	3247.31	3248.92	3240.14	3241.76	3788	0	8
2025.05.13	15:00:00	3241.70	3246.91	3240.89	3243.36	3506	0	8
2025.05.13	15:15:00	3243.22	3246.45	3236.29	3244.52	3735	0	8
2025.05.13	15:30:00	3244.52	3245.51	3232.00	3238.12	5620	0	8
2025.05.13	15:45:00	3238.09	3239.04	3227.25	3227.54	4672	0	8
2025.05.13	16:00:00	3227.54	3235.01	3225.37	3232.28	4236	0	8
2025.05.13	16:15:00	3232.42	3241.10	3231.51	3240.51	4190	0	8
2025.05.13	16:30:00	3240.59	3248.09	3239.27	3247.71	3789	0	8
2025.05.13	16:45:00	3247.72	3248.67	3242.31	3242.63	3689	0	8
2025.05.13	17:00:00	3242.74	3248.07	3242.00	3245.47	3130	0	8
2025.05.13	17:15:00	3245.44	3248.61	3243.43	3247.87	2813	0	8
2025.05.13	17:30:00	3247.90	3251.79	3245.62	3250.67	3085	0	8
2025.05.13	17:45:00	3250.68	3255.84	3250.01	3253.33	2963	0	8
2025.05.13	18:00:00	3253.33	3257.81	3252.78	3256.89	2342	0	8
2025.05.13	18:15:00	3256.87	3257.02	3252.62	3253.70	2289	0	8
2025.05.13	18:30:00	3253.72	3255.59	3249.93	3250.26	2062	0	8
2025.05.13	18:45:00	3250.33	3251.35	3248.62	3251.07	1943	0	8
2025.05.13	19:00:00	3251.05	3252.64	3247.09	3247.25	2033	0	8
2025.05.13	19:15:00	3247.29	3247.92	3242.07	3243.65	2510	0	8
2025.05.13	19:30:00	3243.87	3245.40	3242.21	3243.86	2071	0	8
2025.05.13	19:45:00	3243.86	3247.77	3243.86	3247.08	1896	0	8
2025.05.13	20:00:00	3247.03	3249.84	3246.11	3246.36	1634	0	8
2025.05.13	20:15:00	3246.34	3248.48	3245.73	3247.40	1660	0	8
2025.05.13	20:30:00	3247.45	3250.33	3247.25	3249.74	1326	0	8
2025.05.13	20:45:00	3249.74	3250.80	3248.18	3248.73	1180	0	8
2025.05.13	21:00:00	3248.75	3249.78	3247.28	3247.45	1349	0	8
2025.05.13	21:15:00	3247.45	3250.08	3246.29	3249.29	1448	0	8
2025.05.13	21:30:00	3249.29	3249.86	3247.74	3249.32	1393	0	8
2025.05.13	21:45:00	3249.36	3251.11	3247.79	3249.33	2174	0	8
2025.05.13	22:00:00	3249.36	3249.88	3248.04	3249.44	873	0	8
2025.05.13	22:15:00	3249.43	3254.33	3248.62	3254.01	865	0	8
2025.05.13	22:30:00	3254.08	3254.71	3251.96	3253.60	706	0	8
2025.05.13	22:45:00	3253.60	3254.10	3251.26	3251.89	453	0	8
2025.05.14	00:00:00	3250.70	3251.26	3249.87	3250.12	182	0	24
2025.05.14	00:15:00	3250.18	3251.63	3249.91	3251.24	458	0	17
2025.05.14	00:30:00	3251.24	3253.40	3249.43	3251.91	827	0	10
2025.05.14	00:45:00	3251.90	3254.54	3251.49	3254.44	736	0	14
2025.05.14	01:00:00	3254.44	3257.01	3254.15	3255.30	1006	0	12
2025.05.14	01:15:00	3255.21	3255.57	3253.46	3255.03	620	0	12
2025.05.14	01:30:00	3255.09	3255.55	3252.03	3255.41	764	0	12
2025.05.14	01:45:00	3255.41	3255.95	3253.32	3254.31	758	0	12
2025.05.14	02:00:00	3254.36	3254.60	3243.87	3245.32	1973	0	8
2025.05.14	02:15:00	3245.19	3247.36	3241.67	3246.87	1486	0	8
2025.05.14	02:30:00	3246.87	3249.75	3244.49	3244.80	1434	0	8
2025.05.14	02:45:00	3244.58	3246.17	3240.47	3243.76	2537	0	8
2025.05.14	03:00:00	3243.77	3246.15	3238.71	3243.18	3063	0	8
2025.05.14	03:15:00	3243.13	3250.60	3240.31	3250.54	2533	0	8
2025.05.14	03:30:00	3250.61	3251.83	3242.68	3244.79	3148	0	8
2025.05.14	03:45:00	3244.77	3246.77	3237.15	3238.95	2338	0	8
2025.05.14	04:00:00	3238.90	3241.48	3235.42	3238.72	2486	0	8
2025.05.14	04:15:00	3238.73	3238.73	3233.94	3235.25	1928	0	8
2025.05.14	04:30:00	3235.21	3238.82	3229.35	3232.80	2896	0	8
2025.05.14	04:45:00	3232.85	3236.25	3231.90	3232.73	2221	0	8
2025.05.14	05:00:00	3232.73	3233.66	3228.22	3229.24	2355	0	8
2025.05.14	05:15:00	3229.27	3231.66	3226.56	3229.17	2230	0	8
2025.05.14	05:30:00	3229.22	3232.16	3226.60	3229.61	2169	0	8
2025.05.14	05:45:00	3229.67	3229.99	3226.18	3228.34	1716	0	8
2025.05.14	06:00:00	3228.33	3229.90	3224.37	3224.50	2188	0	8
2025.05.14	06:15:00	3224.49	3227.17	3222.35	3226.20	2233	0	8
2025.05.14	06:30:00	3226.18	3230.33	3226.03	3226.92	1618	0	8
2025.05.14	06:45:00	3226.92	3229.40	3222.65	3223.90	1055	0	8
2025.05.14	07:00:00	3223.90	3227.85	3221.52	3224.88	1449	0	8
2025.05.14	07:15:00	3224.90	3227.01	3223.90	3224.14	1112	0	10
2025.05.14	07:30:00	3224.14	3230.00	3221.86	3228.58	2205	0	8
2025.05.14	07:45:00	3228.58	3234.35	3228.17	3233.72	2626	0	8
2025.05.14	08:00:00	3233.67	3236.73	3232.55	3233.21	2101	0	8
2025.05.14	08:15:00	3233.31	3234.88	3230.31	3230.73	2118	0	8
2025.05.14	08:30:00	3230.72	3232.90	3228.56	3232.64	2155	0	8
2025.05.14	08:45:00	3232.63	3234.22	3227.67	3228.63	2142	0	8
2025.05.14	09:00:00	3228.55	3231.78	3224.24	3226.82	2831	0	8
2025.05.14	09:15:00	3226.87	3233.44	3225.80	3232.97	2425	0	8
2025.05.14	09:30:00	3233.00	3238.63	3229.42	3235.74	2729	0	8
2025.05.14	09:45:00	3235.66	3238.84	3234.14	3238.08	2116	0	8
2025.05.14	10:00:00	3238.08	3243.92	3235.34	3235.50	3204	0	8
2025.05.14	10:15:00	3235.53	3239.42	3233.05	3234.38	2828	0	8
2025.05.14	10:30:00	3234.34	3235.43	3230.48	3231.20	2102	0	8
2025.05.14	10:45:00	3231.24	3235.54	3231.17	3232.51	2021	0	8
2025.05.14	11:00:00	3232.49	3234.83	3229.75	3232.47	2525	0	8
2025.05.14	11:15:00	3232.45	3233.60	3229.25	3231.56	2053	0	8
2025.05.14	11:30:00	3231.56	3235.84	3229.08	3234.84	1913	0	8
2025.05.14	11:45:00	3234.69	3236.51	3232.16	3232.21	2010	0	8
2025.05.14	12:00:00	3232.19	3234.15	3229.93	3233.94	2005	0	8
2025.05.14	12:15:00	3234.12	3235.23	3231.99	3233.04	1635	0	8
2025.05.14	12:30:00	3233.08	3234.36	3230.08	3231.39	1892	0	8
2025.05.14	12:45:00	3231.39	3236.47	3229.63	3235.62	1756	0	8
2025.05.14	13:00:00	3235.66	3237.78	3234.47	3237.54	1899	0	8
2025.05.14	13:15:00	3237.53	3239.21	3235.41	3237.23	1581	0	8
2025.05.14	13:30:00	3237.31	3238.04	3230.63	3231.19	1983	0	8
2025.05.14	13:45:00	3231.18	3231.33	3219.48	3220.03	3303	0	8
2025.05.14	14:00:00	3220.55	3222.58	3212.72	3213.57	3165	0	8
2025.05.14	14:15:00	3213.51	3217.09	3208.52	3213.03	4414	0	8
2025.05.14	14:30:00	3212.98	3216.69	3200.03	3200.84	4387	0	8
2025.05.14	14:45:00	3200.91	3201.73	3184.19	3184.90	5162	0	8
2025.05.14	15:00:00	3185.21	3188.72	3175.38	3179.41	5577	0	8
2025.05.14	15:15:00	3179.59	3190.66	3174.87	3186.68	4849	0	8
2025.05.14	15:30:00	3186.69	3193.96	3183.50	3189.18	5114	0	8
2025.05.14	15:45:00	3189.19	3198.26	3189.15	3191.38	4524	0	8
2025.05.14	16:00:00	3191.38	3194.27	3185.40	3186.36	4226	0	8
2025.05.14	16:15:00	3186.37	3189.27	3179.36	3185.54	3957	0	8
2025.05.14	16:30:00	3185.55	3186.03	3180.44	3186.03	3712	0	8
2025.05.14	16:45:00	3185.96	3192.00	3180.88	3181.73	4501	0	8
2025.05.14	17:00:00	3181.85	3183.65	3178.96	3180.31	4093	0	8
2025.05.14	17:15:00	3180.33	3186.62	3179.30	3185.57	2811	0	8
2025.05.14	17:30:00	3185.45	3186.63	3180.23	3181.32	2738	0	8
2025.05.14	17:45:00	3181.28	3182.74	3179.45	3182.56	2591	0	8
2025.05.14	18:00:00	3182.57	3183.54	3178.98	3180.04	2602	0	8
2025.05.14	18:15:00	3180.05	3185.59	3179.39	3183.51	3223	0	8
2025.05.14	18:30:00	3183.50	3183.95	3173.64	3179.36	3381	0	8
2025.05.14	18:45:00	3179.56	3190.91	3179.20	3188.44	2999	0	8
2025.05.14	19:00:00	3188.41	3190.48	3185.43	3186.54	2355	0	8
2025.05.14	19:15:00	3186.52	3188.28	3184.02	3184.18	2638	0	8
2025.05.14	19:30:00	3184.33	3185.08	3180.95	3181.93	2261	0	8
2025.05.14	19:45:00	3181.94	3183.00	3180.88	3181.83	1452	0	8
2025.05.14	20:00:00	3181.82	3182.98	3175.15	3176.27	2334	0	8
2025.05.14	20:15:00	3175.85	3178.81	3175.77	3177.39	1832	0	8
2025.05.14	20:30:00	3177.38	3178.78	3175.04	3175.05	1723	0	8
2025.05.14	20:45:00	3175.05	3176.97	3171.74	3171.86	1922	0	8
2025.05.14	21:00:00	3171.81	3172.76	3167.97	3171.16	2138	0	8
2025.05.14	21:15:00	3171.16	3175.14	3169.59	3173.93	1615	0	8
2025.05.14	21:30:00	3173.94	3179.30	3172.69	3178.66	1897	0	8
2025.05.14	21:45:00	3178.66	3181.53	3176.75	3180.54	2754	0	8
2025.05.14	22:00:00	3180.53	3181.51	3178.90	3180.60	1006	0	8
2025.05.14	22:15:00	3180.61	3180.83	3178.32	3180.07	777	0	8
2025.05.14	22:30:00	3180.12	3183.25	3179.79	3180.67	927	0	8
2025.05.14	22:45:00	3180.67	3182.09	3179.31	3179.36	503	0	8
2025.05.15	00:00:00	3181.85	3181.97	3180.24	3180.52	209	0	14
2025.05.15	00:15:00	3180.52	3183.92	3180.49	3183.32	565	0	8
2025.05.15	00:30:00	3183.32	3183.77	3180.07	3182.22	760	0	8
2025.05.15	00:45:00	3182.07	3182.83	3180.96	3182.66	674	0	8
2025.05.15	01:00:00	3182.66	3185.80	3181.16	3185.02	615	0	11
2025.05.15	01:15:00	3184.98	3185.21	3182.23	3183.97	519	0	8
2025.05.15	01:30:00	3183.97	3186.86	3182.72	3186.69	513	0	8
2025.05.15	01:45:00	3186.47	3187.25	3185.31	3186.10	834	0	8
2025.05.15	02:00:00	3186.01	3186.12	3180.11	3184.79	1430	0	8
2025.05.15	02:15:00	3184.82	3186.14	3180.83	3181.02	1003	0	8
2025.05.15	02:30:00	3181.03	3184.19	3180.12	3182.49	1420	0	8
2025.05.15	02:45:00	3182.49	3187.90	3180.50	3187.73	1822	0	8
2025.05.15	03:00:00	3187.77	3192.59	3184.81	3186.57	2437	0	8
2025.05.15	03:15:00	3186.57	3189.30	3181.97	3186.44	2090	0	8
2025.05.15	03:30:00	3186.49	3189.21	3177.87	3177.87	2019	0	8
2025.05.15	03:45:00	3178.00	3180.02	3171.23	3172.28	2841	0	8
2025.05.15	04:00:00	3172.31	3175.52	3169.58	3174.62	2308	0	8
2025.05.15	04:15:00	3174.62	3174.87	3163.72	3163.82	2013	0	8
2025.05.15	04:30:00	3164.02	3165.87	3154.15	3157.80	3568	0	8
2025.05.15	04:45:00	3157.81	3157.94	3150.02	3154.13	2817	0	8
2025.05.15	05:00:00	3154.13	3157.05	3149.31	3149.81	2260	0	8
2025.05.15	05:15:00	3149.80	3154.02	3148.26	3153.62	2415	0	8
2025.05.15	05:30:00	3153.66	3156.37	3152.16	3153.31	1400	0	8
2025.05.15	05:45:00	3153.31	3154.67	3150.37	3150.53	1226	0	8
2025.05.15	06:00:00	3150.55	3152.53	3146.17	3149.57	1498	0	8
2025.05.15	06:15:00	3149.57	3150.31	3146.64	3146.90	1199	0	8
2025.05.15	06:30:00	3146.93	3149.08	3143.02	3144.32	1784	0	8
2025.05.15	06:45:00	3144.32	3144.62	3135.46	3138.58	2234	0	8
2025.05.15	07:00:00	3138.58	3142.51	3137.49	3139.60	1392	0	8
2025.05.15	07:15:00	3139.60	3142.96	3138.85	3141.83	1154	0	8
2025.05.15	07:30:00	3141.77	3141.78	3132.67	3132.74	2664	0	8
2025.05.15	07:45:00	3132.85	3136.12	3123.29	3128.88	3108	0	8
2025.05.15	08:00:00	3128.90	3132.31	3120.76	3126.88	3386	0	8
2025.05.15	08:15:00	3126.96	3140.49	3125.09	3140.49	3447	0	8
2025.05.15	08:30:00	3140.42	3151.47	3137.89	3147.97	3592	0	8
2025.05.15	08:45:00	3147.92	3153.86	3145.72	3149.95	2750	0	8
2025.05.15	09:00:00	3149.95	3151.93	3144.00	3150.17	3074	0	8
2025.05.15	09:15:00	3150.08	3151.00	3141.63	3145.20	2652	0	8
2025.05.15	09:30:00	3145.21	3145.92	3131.57	3132.22	3327	0	8
2025.05.15	09:45:00	3132.22	3144.77	3130.62	3142.22	2835	0	8
2025.05.15	10:00:00	3142.12	3151.42	3139.08	3150.47	2638	0	8
2025.05.15	10:15:00	3150.47	3152.31	3147.69	3151.46	1867	0	8
2025.05.15	10:30:00	3151.44	3159.68	3149.39	3158.51	2631	0	8
2025.05.15	10:45:00	3158.55	3164.24	3158.35	3162.51	2193	0	8
2025.05.15	11:00:00	3162.50	3168.06	3159.24	3165.74	2419	0	8
2025.05.15	11:15:00	3165.72	3170.71	3165.22	3165.86	2308	0	8
2025.05.15	11:30:00	3165.84	3171.66	3165.66	3168.42	2246	0	8
2025.05.15	11:45:00	3168.42	3168.87	3164.49	3165.18	1566	0	8
2025.05.15	12:00:00	3165.18	3175.16	3164.01	3174.10	2056	0	8
2025.05.15	12:15:00	3174.26	3177.78	3173.11	3176.40	1856	0	8
2025.05.15	12:30:00	3176.40	3178.72	3175.12	3177.17	1406	0	8
2025.05.15	12:45:00	3177.37	3179.07	3176.22	3178.23	1329	0	8
2025.05.15	13:00:00	3178.22	3180.11	3175.13	3177.75	1748	0	8
2025.05.15	13:15:00	3177.74	3179.86	3173.87	3175.82	1499	0	8
2025.05.15	13:30:00	3175.79	3178.21	3172.42	3176.02	1542	0	8
2025.05.15	13:45:00	3176.06	3179.62	3175.62	3179.12	1576	0	8
2025.05.15	14:00:00	3179.12	3182.62	3177.43	3180.36	2196	0	8
2025.05.15	14:15:00	3180.36	3186.08	3177.74	3182.56	2954	0	8
2025.05.15	14:30:00	3182.38	3187.25	3181.31	3182.24	3761	0	8
2025.05.15	14:45:00	3182.19	3189.95	3180.04	3188.80	3760	0	8
2025.05.15	15:00:00	3188.84	3195.87	3185.14	3194.93	4251	0	8
2025.05.15	15:15:00	3195.01	3199.74	3191.79	3192.05	3491	0	8
2025.05.15	15:30:00	3191.99	3196.82	3189.27	3190.69	4047	0	8
2025.05.15	15:45:00	3190.71	3195.95	3187.76	3192.16	3989	0	8
2025.05.15	16:00:00	3192.15	3206.53	3190.39	3203.19	4180	0	8
2025.05.15	16:15:00	3202.97	3207.16	3201.22	3206.00	3907	0	8
2025.05.15	16:30:00	3206.00	3206.07	3197.76	3200.48	3313	0	8
2025.05.15	16:45:00	3200.73	3205.48	3200.20	3205.37	3407	0	8
2025.05.15	17:00:00	3205.36	3211.58	3204.66	3209.35	3241	0	8
2025.05.15	17:15:00	3209.31	3216.70	3208.56	3216.15	3308	0	8
2025.05.15	17:30:00	3216.13	3217.54	3212.39	3213.60	2539	0	8
2025.05.15	17:45:00	3213.70	3219.97	3213.61	3219.72	2387	0	8
2025.05.15	18:00:00	3219.75	3219.82	3215.87	3216.95	1956	0	8
2025.05.15	18:15:00	3216.95	3221.17	3216.95	3218.95	1719	0	8
2025.05.15	18:30:00	3218.95	3222.64	3218.63	3221.61	1619	0	8
2025.05.15	18:45:00	3221.66	3222.59	3219.57	3222.43	1751	0	8
2025.05.15	19:00:00	3222.38	3229.11	3222.34	3225.28	2352	0	8
2025.05.15	19:15:00	3225.31	3226.23	3222.73	3223.27	1816	0	8
2025.05.15	19:30:00	3223.14	3223.82	3216.36	3217.19	2097	0	8
2025.05.15	19:45:00	3217.18	3222.72	3216.60	3221.10	1601	0	8
2025.05.15	20:00:00	3221.23	3224.70	3219.75	3224.70	1209	0	8
2025.05.15	20:15:00	3224.62	3225.95	3221.86	3224.00	1367	0	8
2025.05.15	20:30:00	3224.00	3225.77	3223.35	3225.57	840	0	8
2025.05.15	20:45:00	3225.56	3225.60	3221.67	3223.23	865	0	8
2025.05.15	21:00:00	3223.30	3224.95	3222.23	3224.45	1058	0	8
2025.05.15	21:15:00	3224.45	3230.09	3224.18	3229.99	1574	0	8
2025.05.15	21:30:00	3229.98	3230.88	3227.03	3230.52	1499	0	8
2025.05.15	21:45:00	3230.62	3232.75	3229.40	3232.01	1199	0	8
2025.05.15	22:00:00	3231.91	3235.11	3231.08	3234.80	1229	0	8
2025.05.15	22:15:00	3234.80	3239.50	3233.67	3238.37	979	0	8
2025.05.15	22:30:00	3238.37	3238.91	3235.55	3236.90	739	0	8
2025.05.15	22:45:00	3236.80	3239.89	3236.40	3239.42	431	0	8
2025.05.16	00:00:00	3245.39	3246.11	3243.44	3245.16	360	0	8
2025.05.16	00:15:00	3245.11	3247.84	3244.18	3246.61	991	0	8
2025.05.16	00:30:00	3246.61	3250.23	3244.12	3249.72	1397	0	8
2025.05.16	00:45:00	3249.73	3252.01	3247.81	3251.04	1401	0	8
2025.05.16	01:00:00	3251.06	3251.25	3242.04	3248.02	1860	0	8
2025.05.16	01:15:00	3247.98	3248.02	3242.39	3243.05	959	0	8
2025.05.16	01:30:00	3243.04	3247.21	3237.30	3238.89	1695	0	8
2025.05.16	01:45:00	3238.93	3239.04	3236.50	3237.05	1141	0	8
2025.05.16	02:00:00	3237.09	3242.27	3233.37	3238.84	2552	0	8
2025.05.16	02:15:00	3238.83	3239.97	3233.42	3234.37	2137	0	8
2025.05.16	02:30:00	3234.41	3237.50	3232.09	3236.26	1857	0	8
2025.05.16	02:45:00	3236.26	3244.02	3234.99	3243.09	2190	0	8
2025.05.16	03:00:00	3243.14	3244.54	3228.67	3231.05	3326	0	8
2025.05.16	03:15:00	3231.01	3231.01	3221.67	3223.36	2634	0	8
2025.05.16	03:30:00	3223.46	3228.32	3220.13	3221.25	2647	0	8
2025.05.16	03:45:00	3221.29	3222.54	3214.90	3222.40	2686	0	8
2025.05.16	04:00:00	3222.19	3225.84	3220.11	3223.20	2414	0	8
2025.05.16	04:15:00	3223.22	3224.70	3220.50	3223.05	1428	0	8
2025.05.16	04:30:00	3223.05	3227.54	3219.55	3219.94	2069	0	8
2025.05.16	04:45:00	3219.89	3220.91	3212.81	3215.40	2338	0	8
2025.05.16	05:00:00	3215.32	3217.36	3206.42	3207.89	2814	0	8
2025.05.16	05:15:00	3207.93	3213.02	3206.87	3210.47	2321	0	8
2025.05.16	05:30:00	3210.46	3215.56	3208.44	3208.61	1738	0	8
2025.05.16	05:45:00	3208.68	3213.23	3207.92	3211.85	1535	0	8
2025.05.16	06:00:00	3211.71	3215.06	3211.66	3215.00	1376	0	8
2025.05.16	06:15:00	3214.99	3219.39	3212.70	3214.61	1557	0	8
2025.05.16	06:30:00	3214.61	3218.41	3214.46	3217.28	846	0	8
2025.05.16	06:45:00	3217.29	3222.51	3216.38	3219.52	1606	0	8
2025.05.16	07:00:00	3219.46	3222.24	3218.02	3220.32	1570	0	8
2025.05.16	07:15:00	3220.32	3220.54	3212.66	3214.24	1996	0	8
2025.05.16	07:30:00	3214.29	3220.23	3211.92	3219.15	2169	0	8
2025.05.16	07:45:00	3219.19	3221.59	3216.25	3218.54	1263	0	8
2025.05.16	08:00:00	3218.53	3231.24	3217.80	3228.40	2923	0	8
2025.05.16	08:15:00	3228.45	3228.45	3217.72	3219.91	2633	0	8
2025.05.16	08:30:00	3219.87	3222.22	3215.28	3215.36	2485	0	8
2025.05.16	08:45:00	3215.38	3216.90	3212.79	3214.84	2321	0	8
2025.05.16	09:00:00	3214.84	3217.98	3209.77	3214.27	3059	0	8
2025.05.16	09:15:00	3214.26	3214.60	3205.34	3209.43	2732	0	8
2025.05.16	09:30:00	3209.39	3215.18	3207.33	3214.94	1828	0	8
2025.05.16	09:45:00	3214.93	3214.93	3206.97	3207.52	1956	0	8
2025.05.16	10:00:00	3207.51	3208.51	3196.82	3197.44	2559	0	8
2025.05.16	10:15:00	3197.43	3205.88	3195.43	3205.66	2482	0	8
2025.05.16	10:30:00	3205.70	3209.06	3204.96	3208.31	1842	0	8
2025.05.16	10:45:00	3208.55	3209.25	3204.57	3207.31	1491	0	8
2025.05.16	11:00:00	3207.45	3207.45	3203.70	3206.67	1484	0	8
2025.05.16	11:15:00	3206.58	3211.28	3205.12	3210.31	2246	0	8
2025.05.16	11:30:00	3210.08	3212.85	3207.66	3209.05	2064	0	8
