<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.02.10	20:45:00	2905.92	2906.05	2904.58	2905.14	1343	0	11
2025.02.10	21:00:00	2905.12	2906.66	2904.77	2904.91	1201	0	11
2025.02.10	21:15:00	2904.91	2905.94	2903.67	2904.28	1121	0	11
2025.02.10	21:30:00	2904.24	2905.01	2902.48	2904.86	1563	0	11
2025.02.10	21:45:00	2904.85	2905.23	2903.26	2904.37	1526	0	11
2025.02.10	22:00:00	2904.30	2904.79	2903.32	2904.44	1265	0	11
2025.02.10	22:15:00	2904.44	2905.49	2903.03	2903.24	1292	0	11
2025.02.10	22:30:00	2903.23	2904.28	2902.91	2903.75	1291	0	11
2025.02.10	22:45:00	2903.78	2907.74	2903.75	2907.35	1560	0	11
2025.02.10	23:00:00	2907.29	2907.29	2906.09	2906.38	719	0	11
2025.02.10	23:15:00	2906.32	2906.62	2905.33	2905.99	762	0	11
2025.02.10	23:30:00	2906.01	2908.08	2905.88	2907.71	693	0	11
2025.02.10	23:45:00	2907.72	2907.90	2907.01	2907.55	378	0	59
2025.02.11	01:00:00	2911.90	2912.06	2910.82	2911.17	472	0	17
2025.02.11	01:15:00	2911.17	2912.58	2909.70	2912.16	665	0	17
2025.02.11	01:30:00	2912.18	2921.59	2911.42	2921.51	1583	0	17
2025.02.11	01:45:00	2921.56	2921.56	2917.14	2917.85	1086	0	15
2025.02.11	02:00:00	2917.87	2918.81	2916.41	2918.43	943	0	14
2025.02.11	02:15:00	2918.43	2919.07	2918.04	2918.47	536	0	14
2025.02.11	02:30:00	2918.44	2920.83	2917.52	2920.53	759	0	16
2025.02.11	02:45:00	2920.52	2924.90	2919.75	2922.45	1736	0	18
2025.02.11	03:00:00	2922.44	2931.33	2919.66	2930.23	2682	0	18
2025.02.11	03:15:00	2930.22	2932.33	2927.42	2928.02	2400	0	18
2025.02.11	03:30:00	2928.01	2931.83	2927.35	2931.79	1921	0	15
2025.02.11	03:45:00	2931.82	2936.11	2929.11	2933.85	2228	0	16
2025.02.11	04:00:00	2933.84	2942.52	2933.61	2939.68	2455	0	14
2025.02.11	04:15:00	2939.67	2942.62	2937.52	2939.87	1789	0	14
2025.02.11	04:30:00	2939.87	2941.52	2905.83	2917.25	3765	0	14
2025.02.11	04:45:00	2917.22	2924.16	2913.79	2918.75	2876	0	17
2025.02.11	05:00:00	2918.62	2919.08	2911.48	2915.63	2711	0	15
2025.02.11	05:15:00	2915.62	2923.29	2914.87	2922.47	2444	0	14
2025.02.11	05:30:00	2922.52	2925.74	2921.49	2924.81	1619	0	15
2025.02.11	05:45:00	2924.74	2925.07	2917.15	2919.67	2034	0	14
2025.02.11	06:00:00	2919.70	2920.63	2918.12	2919.47	1307	0	14
2025.02.11	06:15:00	2919.46	2920.81	2918.49	2919.59	1392	0	16
2025.02.11	06:30:00	2919.55	2919.70	2918.15	2919.05	1601	0	14
2025.02.11	06:45:00	2919.05	2919.05	2914.91	2916.33	1332	0	14
2025.02.11	07:00:00	2916.20	2918.75	2915.39	2918.75	1268	0	14
2025.02.11	07:15:00	2918.79	2919.66	2917.16	2918.90	1504	0	14
2025.02.11	07:30:00	2918.91	2922.93	2917.82	2922.64	1989	0	14
2025.02.11	07:45:00	2922.70	2923.73	2921.60	2922.94	1784	0	14
2025.02.11	08:00:00	2922.90	2929.49	2922.87	2926.21	2474	0	14
2025.02.11	08:15:00	2926.22	2926.56	2921.08	2922.09	1821	0	14
2025.02.11	08:30:00	2922.16	2923.34	2915.47	2917.58	2126	0	14
2025.02.11	08:45:00	2917.55	2918.49	2915.43	2917.87	2221	0	14
2025.02.11	09:00:00	2917.90	2918.36	2912.52	2918.25	2364	0	10
2025.02.11	09:15:00	2918.27	2918.28	2910.71	2911.02	2031	0	10
2025.02.11	09:30:00	2911.01	2911.84	2907.25	2910.42	2445	0	10
2025.02.11	09:45:00	2910.37	2913.55	2908.59	2913.45	2007	0	10
2025.02.11	10:00:00	2913.25	2915.17	2910.60	2911.33	2138	0	10
2025.02.11	10:15:00	2911.32	2914.25	2909.08	2914.14	2301	0	10
2025.02.11	10:30:00	2913.96	2914.56	2910.08	2911.56	2089	0	10
2025.02.11	10:45:00	2911.56	2912.67	2907.01	2907.41	1742	0	10
2025.02.11	11:00:00	2907.33	2912.25	2904.85	2910.91	2327	0	10
2025.02.11	11:15:00	2910.89	2911.07	2909.03	2910.02	2118	0	10
2025.02.11	11:30:00	2909.92	2910.06	2903.77	2904.31	2435	0	10
2025.02.11	11:45:00	2904.29	2907.05	2903.07	2903.24	1574	0	10
2025.02.11	12:00:00	2903.21	2907.09	2901.88	2905.76	2125	0	10
2025.02.11	12:15:00	2905.99	2906.47	2903.93	2905.44	1989	0	10
2025.02.11	12:30:00	2905.43	2907.15	2902.16	2903.34	1993	0	10
2025.02.11	12:45:00	2903.17	2904.35	2902.00	2902.76	2055	0	10
2025.02.11	13:00:00	2902.61	2906.32	2902.29	2905.62	1852	0	10
2025.02.11	13:15:00	2905.61	2906.43	2904.35	2904.92	1442	0	10
2025.02.11	13:30:00	2904.91	2905.64	2902.93	2903.93	1752	0	10
2025.02.11	13:45:00	2904.06	2906.73	2903.76	2903.86	1909	0	10
2025.02.11	14:00:00	2903.83	2904.25	2898.29	2900.35	2711	0	10
2025.02.11	14:15:00	2900.31	2903.50	2898.81	2899.61	2404	0	11
2025.02.11	14:30:00	2899.79	2901.71	2897.88	2898.85	2401	0	11
2025.02.11	14:45:00	2898.94	2899.98	2886.89	2889.39	3066	0	11
2025.02.11	15:00:00	2889.45	2890.54	2883.84	2884.97	3801	0	12
2025.02.11	15:15:00	2884.73	2890.44	2881.73	2889.77	3584	0	10
2025.02.11	15:30:00	2889.98	2896.49	2888.02	2895.20	3396	0	10
2025.02.11	15:45:00	2895.20	2898.27	2891.89	2896.51	3104	0	10
2025.02.11	16:00:00	2896.58	2902.28	2894.94	2898.45	3388	0	10
2025.02.11	16:15:00	2898.38	2900.97	2896.54	2900.84	2674	0	10
2025.02.11	16:30:00	2901.04	2904.32	2898.92	2902.65	3305	0	10
2025.02.11	16:45:00	2902.66	2903.32	2895.84	2896.79	3053	0	10
2025.02.11	17:00:00	2896.75	2901.97	2890.90	2901.05	3337	0	11
2025.02.11	17:15:00	2900.94	2901.15	2896.64	2898.08	2608	0	11
2025.02.11	17:30:00	2898.10	2904.72	2896.83	2904.03	2793	0	11
2025.02.11	17:45:00	2904.02	2906.58	2903.83	2904.72	2556	0	11
2025.02.11	18:00:00	2904.86	2906.72	2903.22	2906.52	2419	0	10
2025.02.11	18:15:00	2906.33	2908.60	2905.62	2906.86	2333	0	10
2025.02.11	18:30:00	2906.89	2907.01	2903.40	2903.88	2457	0	10
2025.02.11	18:45:00	2903.92	2905.48	2902.29	2902.37	1903	0	10
2025.02.11	19:00:00	2902.39	2902.39	2899.66	2901.06	2289	0	10
2025.02.11	19:15:00	2901.04	2905.45	2900.79	2905.44	1800	0	11
2025.02.11	19:30:00	2905.46	2906.73	2904.78	2905.96	1889	0	11
2025.02.11	19:45:00	2905.97	2907.28	2905.35	2905.59	1941	0	11
2025.02.11	20:00:00	2905.58	2907.16	2904.27	2905.53	1944	0	11
2025.02.11	20:15:00	2905.63	2906.57	2903.27	2904.45	2040	0	11
2025.02.11	20:30:00	2904.52	2906.48	2904.29	2905.89	1663	0	11
2025.02.11	20:45:00	2905.89	2906.49	2905.52	2905.94	1243	0	11
2025.02.11	21:00:00	2905.97	2906.46	2904.14	2904.40	1379	0	11
2025.02.11	21:15:00	2904.41	2904.68	2900.60	2901.70	1552	0	11
2025.02.11	21:30:00	2901.67	2903.29	2900.39	2901.79	1802	0	11
2025.02.11	21:45:00	2901.78	2901.87	2899.79	2900.28	1815	0	11
2025.02.11	22:00:00	2900.23	2900.55	2898.30	2898.31	1948	0	11
2025.02.11	22:15:00	2898.33	2898.47	2894.43	2895.65	1962	0	11
2025.02.11	22:30:00	2895.60	2896.91	2894.12	2896.65	1931	0	11
2025.02.11	22:45:00	2896.64	2898.18	2896.54	2897.59	2067	0	11
2025.02.11	23:00:00	2897.51	2898.86	2897.50	2897.94	704	0	11
2025.02.11	23:15:00	2897.89	2899.56	2897.83	2898.92	617	0	11
2025.02.11	23:30:00	2898.91	2898.91	2897.92	2898.68	469	0	11
2025.02.11	23:45:00	2898.67	2899.65	2898.43	2898.79	258	0	59
2025.02.12	01:00:00	2897.87	2898.57	2897.52	2898.10	221	0	17
2025.02.12	01:15:00	2898.09	2900.18	2898.01	2899.80	387	0	14
2025.02.12	01:30:00	2899.81	2900.65	2899.05	2900.44	393	0	14
2025.02.12	01:45:00	2900.58	2900.74	2898.40	2898.63	677	0	14
2025.02.12	02:00:00	2898.65	2898.94	2895.18	2897.31	977	0	14
2025.02.12	02:15:00	2897.32	2897.71	2895.12	2895.70	724	0	14
2025.02.12	02:30:00	2895.82	2896.12	2893.24	2893.30	640	0	14
2025.02.12	02:45:00	2893.35	2893.56	2889.20	2892.29	1486	0	14
2025.02.12	03:00:00	2892.35	2897.69	2890.90	2891.61	2229	0	16
2025.02.12	03:15:00	2891.73	2893.69	2889.47	2891.92	2124	0	14
2025.02.12	03:30:00	2891.96	2894.71	2883.54	2893.73	2772	0	14
2025.02.12	03:45:00	2893.74	2895.86	2892.52	2893.31	1807	0	14
2025.02.12	04:00:00	2893.38	2895.76	2892.75	2894.93	1726	0	14
2025.02.12	04:15:00	2894.94	2896.32	2893.61	2895.96	1228	0	14
2025.02.12	04:30:00	2895.94	2897.81	2893.81	2895.38	2040	0	14
2025.02.12	04:45:00	2895.37	2897.13	2891.84	2892.46	1686	0	14
2025.02.12	05:00:00	2892.43	2893.01	2887.76	2888.09	2085	0	16
2025.02.12	05:15:00	2888.12	2891.71	2887.28	2889.69	1934	0	14
2025.02.12	05:30:00	2889.59	2889.97	2887.09	2888.23	1302	0	14
2025.02.12	05:45:00	2888.20	2889.45	2886.78	2889.03	927	0	14
2025.02.12	06:00:00	2888.80	2888.89	2887.87	2888.58	917	0	15
2025.02.12	06:15:00	2888.54	2890.49	2887.81	2889.69	1026	0	14
2025.02.12	06:30:00	2889.65	2889.90	2885.09	2886.79	1125	0	14
2025.02.12	06:45:00	2886.81	2887.97	2884.09	2885.36	1393	0	14
2025.02.12	07:00:00	2885.54	2886.21	2884.10	2885.02	1167	0	14
2025.02.12	07:15:00	2885.01	2885.80	2883.71	2885.47	1247	0	15
2025.02.12	07:30:00	2885.40	2887.83	2884.72	2887.44	1799	0	14
2025.02.12	07:45:00	2887.46	2887.96	2885.80	2886.33	1473	0	14
2025.02.12	08:00:00	2886.24	2891.80	2885.62	2891.33	1672	0	14
2025.02.12	08:15:00	2891.20	2894.63	2888.85	2890.15	1917	0	14
2025.02.12	08:30:00	2890.15	2890.76	2886.82	2888.17	1353	0	14
2025.02.12	08:45:00	2888.23	2894.33	2887.74	2892.65	1833	0	14
2025.02.12	09:00:00	2892.56	2895.51	2891.85	2893.67	1824	0	10
2025.02.12	09:15:00	2893.66	2895.76	2891.84	2894.75	1675	0	10
2025.02.12	09:30:00	2894.74	2895.15	2890.83	2892.96	1380	0	10
2025.02.12	09:45:00	2892.95	2894.01	2892.39	2892.84	1396	0	10
2025.02.12	10:00:00	2893.01	2893.78	2888.48	2890.10	2090	0	10
2025.02.12	10:15:00	2890.09	2892.15	2888.07	2891.60	1639	0	10
2025.02.12	10:30:00	2891.59	2894.03	2891.16	2893.14	1439	0	10
2025.02.12	10:45:00	2893.10	2893.14	2890.79	2891.74	1517	0	10
2025.02.12	11:00:00	2891.65	2893.06	2890.31	2891.38	1706	0	10
2025.02.12	11:15:00	2891.32	2893.47	2889.61	2889.61	1419	0	10
2025.02.12	11:30:00	2889.51	2891.09	2888.85	2890.52	1356	0	10
2025.02.12	11:45:00	2890.40	2890.65	2886.39	2886.72	1619	0	10
2025.02.12	12:00:00	2886.73	2888.60	2886.33	2887.22	1086	0	10
2025.02.12	12:15:00	2887.20	2889.75	2886.82	2889.67	1290	0	10
2025.02.12	12:30:00	2889.84	2889.97	2879.41	2881.01	2340	0	11
2025.02.12	12:45:00	2881.07	2885.78	2881.04	2882.79	1534	0	10
2025.02.12	13:00:00	2882.80	2883.87	2879.64	2880.40	1499	0	10
2025.02.12	13:15:00	2880.39	2881.70	2879.81	2880.84	1614	0	10
2025.02.12	13:30:00	2880.92	2886.00	2880.92	2883.77	1427	0	10
2025.02.12	13:45:00	2883.71	2883.77	2879.37	2879.68	1162	0	10
2025.02.12	14:00:00	2879.67	2883.10	2879.00	2882.03	1596	0	10
2025.02.12	14:15:00	2882.04	2884.06	2881.08	2882.70	1652	0	11
2025.02.12	14:30:00	2882.69	2884.46	2880.83	2881.83	1709	0	10
2025.02.12	14:45:00	2881.82	2885.98	2881.71	2885.02	1728	0	10
2025.02.12	15:00:00	2885.10	2885.75	2876.66	2878.91	2437	0	10
2025.02.12	15:15:00	2878.94	2880.02	2873.42	2876.93	2952	0	12
2025.02.12	15:30:00	2876.97	2877.17	2864.18	2871.34	4309	0	12
2025.02.12	15:45:00	2871.27	2885.64	2870.72	2884.80	3746	0	11
2025.02.12	16:00:00	2884.87	2894.38	2881.97	2893.77	3762	0	10
2025.02.12	16:15:00	2893.72	2896.30	2890.19	2895.56	3299	0	10
2025.02.12	16:30:00	2895.68	2898.01	2892.49	2893.50	3118	0	10
2025.02.12	16:45:00	2893.47	2896.06	2889.66	2894.53	2921	0	10
2025.02.12	17:00:00	2894.57	2894.78	2886.88	2888.79	2889	0	10
2025.02.12	17:15:00	2888.80	2894.68	2887.70	2892.43	2535	0	10
2025.02.12	17:30:00	2892.43	2895.72	2892.10	2894.74	2650	0	10
2025.02.12	17:45:00	2894.95	2895.85	2892.93	2894.65	2491	0	10
2025.02.12	18:00:00	2894.66	2896.52	2892.26	2894.03	2546	0	10
2025.02.12	18:15:00	2894.03	2894.59	2892.17	2893.69	2380	0	10
2025.02.12	18:30:00	2893.73	2897.37	2893.03	2897.28	1979	0	10
2025.02.12	18:45:00	2897.34	2904.45	2896.79	2902.58	2188	0	10
2025.02.12	19:00:00	2902.49	2909.24	2902.41	2908.78	2557	0	11
2025.02.12	19:15:00	2908.77	2908.77	2903.33	2905.62	2152	0	11
2025.02.12	19:30:00	2905.57	2906.69	2901.96	2902.80	1787	0	11
2025.02.12	19:45:00	2902.90	2904.38	2901.95	2902.78	1642	0	11
2025.02.12	20:00:00	2902.78	2903.85	2900.86	2902.30	1784	0	11
2025.02.12	20:15:00	2902.30	2903.02	2900.98	2902.04	1906	0	11
2025.02.12	20:30:00	2902.01	2903.25	2901.17	2901.65	1636	0	11
2025.02.12	20:45:00	2901.65	2902.71	2900.46	2901.06	1385	0	11
2025.02.12	21:00:00	2901.18	2901.78	2896.82	2897.87	1540	0	11
2025.02.12	21:15:00	2897.90	2898.42	2893.53	2895.03	1454	0	11
2025.02.12	21:30:00	2895.03	2896.75	2894.07	2895.21	1308	0	11
2025.02.12	21:45:00	2895.19	2899.10	2895.09	2897.88	1433	0	11
2025.02.12	22:00:00	2897.85	2897.87	2895.49	2897.75	1254	0	11
2025.02.12	22:15:00	2897.75	2900.13	2897.44	2899.71	886	0	11
2025.02.12	22:30:00	2899.72	2900.99	2899.50	2900.45	1060	0	11
2025.02.12	22:45:00	2900.47	2901.33	2899.52	2900.96	1438	0	11
2025.02.12	23:00:00	2900.96	2901.61	2900.13	2900.97	1011	0	11
2025.02.12	23:15:00	2900.98	2903.80	2900.97	2902.85	1448	0	11
2025.02.12	23:30:00	2902.86	2903.09	2901.97	2902.79	905	0	11
2025.02.12	23:45:00	2902.75	2904.03	2902.75	2903.72	766	0	59
2025.02.13	01:00:00	2904.69	2905.21	2904.08	2904.15	243	0	18
2025.02.13	01:15:00	2904.19	2904.21	2901.84	2901.98	329	0	18
2025.02.13	01:30:00	2901.96	2902.28	2900.42	2901.82	575	0	17
2025.02.13	01:45:00	2901.85	2906.36	2901.75	2905.75	841	0	16
2025.02.13	02:00:00	2905.83	2908.33	2904.54	2907.91	771	0	14
2025.02.13	02:15:00	2907.91	2908.44	2904.54	2906.52	894	0	14
2025.02.13	02:30:00	2906.41	2908.94	2906.03	2908.75	869	0	14
2025.02.13	02:45:00	2908.74	2909.06	2905.74	2906.29	1074	0	14
2025.02.13	03:00:00	2906.29	2907.01	2903.36	2905.65	1901	0	16
2025.02.13	03:15:00	2905.63	2906.57	2901.55	2902.43	1880	0	14
2025.02.13	03:30:00	2902.45	2904.54	2901.49	2904.19	1725	0	14
2025.02.13	03:45:00	2904.21	2907.40	2904.15	2906.06	1454	0	14
2025.02.13	04:00:00	2906.04	2907.16	2905.32	2906.33	1652	0	14
2025.02.13	04:15:00	2906.40	2907.57	2906.37	2907.10	879	0	14
2025.02.13	04:30:00	2907.06	2909.04	2906.91	2908.16	1577	0	14
2025.02.13	04:45:00	2908.18	2909.00	2906.65	2908.83	1430	0	14
2025.02.13	05:00:00	2908.84	2909.05	2907.30	2908.80	1097	0	14
2025.02.13	05:15:00	2908.78	2917.09	2908.71	2915.03	2147	0	16
2025.02.13	05:30:00	2915.09	2917.76	2914.15	2916.59	1560	0	15
2025.02.13	05:45:00	2916.71	2918.05	2916.14	2916.48	1130	0	14
2025.02.13	06:00:00	2916.47	2918.64	2916.25	2918.55	1339	0	14
2025.02.13	06:15:00	2918.56	2918.59	2916.26	2917.64	864	0	14
2025.02.13	06:30:00	2917.65	2918.88	2916.57	2917.30	966	0	14
2025.02.13	06:45:00	2917.31	2919.23	2916.78	2918.55	808	0	14
2025.02.13	07:00:00	2918.68	2920.36	2917.81	2919.87	929	0	14
2025.02.13	07:15:00	2919.88	2922.86	2919.79	2922.39	1017	0	14
2025.02.13	07:30:00	2922.44	2922.47	2920.22	2920.87	1255	0	14
2025.02.13	07:45:00	2920.88	2920.95	2916.57	2918.10	1614	0	14
2025.02.13	08:00:00	2918.00	2918.80	2914.50	2917.34	2086	0	17
2025.02.13	08:15:00	2917.39	2918.00	2915.17	2916.05	1918	0	14
2025.02.13	08:30:00	2916.10	2916.10	2912.55	2914.02	2020	0	14
2025.02.13	08:45:00	2914.01	2916.39	2913.57	2916.07	1568	0	14
2025.02.13	09:00:00	2916.22	2917.60	2914.32	2916.49	1353	0	10
2025.02.13	09:15:00	2916.64	2918.01	2914.45	2916.28	1595	0	10
2025.02.13	09:30:00	2916.34	2920.72	2913.19	2915.73	2285	0	10
2025.02.13	09:45:00	2916.06	2918.63	2914.41	2914.56	1988	0	10
2025.02.13	10:00:00	2914.64	2918.04	2910.61	2910.80	2320	0	10
2025.02.13	10:15:00	2910.63	2915.56	2910.59	2912.30	2246	0	10
2025.02.13	10:30:00	2912.21	2914.09	2909.42	2911.80	1778	0	10
2025.02.13	10:45:00	2911.70	2913.52	2910.57	2911.70	1837	0	10
2025.02.13	11:00:00	2911.83	2914.04	2909.79	2912.80	1795	0	10
2025.02.13	11:15:00	2912.69	2914.71	2912.39	2913.80	1434	0	10
2025.02.13	11:30:00	2913.79	2915.08	2912.84	2914.10	1265	0	10
2025.02.13	11:45:00	2914.14	2918.36	2914.11	2915.35	1686	0	10
2025.02.13	12:00:00	2915.29	2918.01	2913.94	2917.00	1315	0	10
2025.02.13	12:15:00	2917.01	2918.17	2915.30	2916.00	938	0	10
2025.02.13	12:30:00	2915.98	2918.32	2915.36	2918.16	1275	0	10
2025.02.13	12:45:00	2918.18	2919.48	2917.21	2918.06	1388	0	10
2025.02.13	13:00:00	2918.07	2918.31	2916.64	2917.72	1326	0	10
2025.02.13	13:15:00	2917.72	2918.36	2915.83	2916.82	1118	0	10
2025.02.13	13:30:00	2916.84	2918.23	2916.34	2917.83	1242	0	10
2025.02.13	13:45:00	2917.87	2918.14	2915.37	2918.00	2194	0	10
2025.02.13	14:00:00	2918.00	2920.41	2915.76	2919.42	1879	0	10
2025.02.13	14:15:00	2919.41	2919.59	2917.28	2917.91	1421	0	10
2025.02.13	14:30:00	2917.98	2921.38	2917.87	2919.66	1838	0	10
2025.02.13	14:45:00	2919.29	2920.11	2917.06	2917.70	1654	0	10
2025.02.13	15:00:00	2917.72	2917.95	2913.00	2915.46	2634	0	11
2025.02.13	15:15:00	2915.47	2916.76	2911.05	2911.51	2395	0	11
2025.02.13	15:30:00	2911.65	2917.66	2908.38	2912.64	3630	0	11
2025.02.13	15:45:00	2912.58	2913.02	2905.85	2908.57	3167	0	10
2025.02.13	16:00:00	2908.55	2913.02	2906.64	2911.74	2895	0	10
2025.02.13	16:15:00	2911.70	2913.65	2909.02	2909.43	2984	0	11
2025.02.13	16:30:00	2909.43	2916.45	2908.00	2914.40	3306	0	10
2025.02.13	16:45:00	2914.33	2917.35	2913.37	2915.07	2600	0	10
2025.02.13	17:00:00	2915.06	2919.07	2914.54	2918.82	3005	0	10
2025.02.13	17:15:00	2918.83	2919.71	2915.87	2916.15	2173	0	10
2025.02.13	17:30:00	2916.14	2919.92	2915.50	2917.09	2513	0	10
2025.02.13	17:45:00	2917.11	2920.97	2916.71	2920.25	2141	0	10
2025.02.13	18:00:00	2920.24	2920.83	2918.76	2919.96	1906	0	10
2025.02.13	18:15:00	2919.89	2919.89	2916.61	2917.87	2102	0	10
2025.02.13	18:30:00	2917.77	2917.90	2915.60	2916.51	1756	0	10
2025.02.13	18:45:00	2916.50	2916.50	2913.02	2913.83	1769	0	10
2025.02.13	19:00:00	2913.87	2916.85	2913.53	2916.32	1730	0	10
2025.02.13	19:15:00	2916.26	2917.29	2914.88	2916.39	1392	0	11
2025.02.13	19:30:00	2916.39	2917.22	2914.76	2916.33	1285	0	11
2025.02.13	19:45:00	2916.31	2919.11	2916.07	2918.96	1986	0	11
2025.02.13	20:00:00	2918.94	2918.94	2915.94	2915.94	1376	0	11
2025.02.13	20:15:00	2915.81	2917.65	2914.88	2917.08	1729	0	15
2025.02.13	20:30:00	2917.11	2919.77	2914.35	2918.03	2055	0	11
2025.02.13	20:45:00	2918.05	2925.33	2917.43	2924.07	2254	0	15
2025.02.13	21:00:00	2924.06	2926.60	2923.91	2926.38	1734	0	11
2025.02.13	21:15:00	2926.44	2927.19	2924.48	2926.51	1320	0	11
2025.02.13	21:30:00	2926.60	2927.13	2925.85	2926.49	1122	0	12
2025.02.13	21:45:00	2926.48	2927.38	2925.31	2926.89	1355	0	12
2025.02.13	22:00:00	2926.90	2926.90	2925.17	2926.38	1230	0	12
2025.02.13	22:15:00	2926.32	2928.84	2925.63	2925.95	1489	0	11
2025.02.13	22:30:00	2925.97	2928.66	2925.68	2927.88	1788	0	14
2025.02.13	22:45:00	2927.89	2928.88	2924.79	2928.46	1934	0	12
2025.02.13	23:00:00	2928.58	2928.98	2928.24	2928.48	688	0	11
2025.02.13	23:15:00	2928.41	2929.01	2928.12	2928.39	526	0	11
2025.02.13	23:30:00	2928.44	2929.37	2928.23	2929.06	534	0	12
2025.02.13	23:45:00	2929.00	2929.24	2928.17	2928.73	304	0	59
2025.02.14	01:00:00	2928.16	2928.34	2927.49	2928.09	272	0	16
2025.02.14	01:15:00	2928.00	2931.33	2927.97	2930.85	634	0	17
2025.02.14	01:30:00	2930.86	2932.33	2930.61	2931.24	673	0	15
2025.02.14	01:45:00	2931.25	2932.14	2930.72	2931.13	701	0	14
2025.02.14	02:00:00	2931.12	2931.46	2927.44	2927.81	1032	0	14
2025.02.14	02:15:00	2927.82	2929.14	2927.51	2928.38	1026	0	14
2025.02.14	02:30:00	2928.36	2929.11	2927.68	2928.33	1091	0	14
2025.02.14	02:45:00	2928.34	2928.65	2927.80	2927.83	510	0	14
2025.02.14	03:00:00	2927.93	2933.46	2927.89	2931.64	2117	0	17
2025.02.14	03:15:00	2931.73	2933.79	2930.88	2931.69	1988	0	14
2025.02.14	03:30:00	2931.63	2932.49	2930.04	2930.39	2063	0	14
2025.02.14	03:45:00	2930.38	2931.85	2928.58	2929.94	1750	0	14
2025.02.14	04:00:00	2929.95	2930.55	2926.65	2928.07	1809	0	14
2025.02.14	04:15:00	2928.04	2928.41	2925.99	2927.66	1493	0	14
2025.02.14	04:30:00	2927.68	2928.62	2926.16	2927.13	1959	0	14
2025.02.14	04:45:00	2927.09	2928.43	2926.86	2927.35	1443	0	14
2025.02.14	05:00:00	2927.31	2930.12	2927.20	2929.00	1390	0	14
2025.02.14	05:15:00	2929.02	2930.37	2928.30	2928.90	1359	0	14
2025.02.14	05:30:00	2928.79	2929.16	2923.39	2924.23	1085	0	14
2025.02.14	05:45:00	2924.38	2925.82	2923.29	2924.45	1283	0	15
2025.02.14	06:00:00	2924.43	2926.06	2923.88	2924.87	835	0	14
2025.02.14	06:15:00	2925.08	2927.27	2925.02	2926.37	808	0	14
2025.02.14	06:30:00	2926.31	2927.36	2925.91	2927.20	666	0	15
2025.02.14	06:45:00	2927.23	2929.15	2927.01	2928.44	1221	0	14
2025.02.14	07:00:00	2928.46	2929.25	2927.86	2928.69	1056	0	14
2025.02.14	07:15:00	2928.66	2929.33	2928.21	2928.55	1022	0	14
2025.02.14	07:30:00	2928.58	2929.97	2926.69	2929.86	1798	0	14
2025.02.14	07:45:00	2929.93	2932.46	2929.47	2930.92	1843	0	15
2025.02.14	08:00:00	2930.91	2932.81	2929.87	2931.28	2297	0	15
2025.02.14	08:15:00	2931.23	2933.53	2930.82	2933.24	2049	0	14
2025.02.14	08:30:00	2933.31	2936.52	2932.58	2936.52	1792	0	14
2025.02.14	08:45:00	2936.52	2936.82	2933.25	2934.27	1914	0	14
2025.02.14	09:00:00	2934.35	2934.41	2932.02	2933.17	1728	0	10
2025.02.14	09:15:00	2933.15	2933.91	2930.64	2932.34	1838	0	10
2025.02.14	09:30:00	2932.25	2934.46	2932.01	2933.00	1492	0	10
2025.02.14	09:45:00	2933.08	2935.20	2930.88	2931.90	1584	0	10
2025.02.14	10:00:00	2931.88	2936.16	2930.87	2936.13	1820	0	10
2025.02.14	10:15:00	2936.14	2938.59	2935.27	2936.52	1907	0	10
2025.02.14	10:30:00	2936.55	2937.11	2933.95	2934.61	1938	0	10
2025.02.14	10:45:00	2934.67	2936.10	2933.50	2935.31	1594	0	10
2025.02.14	11:00:00	2935.18	2937.72	2934.55	2937.70	1758	0	10
2025.02.14	11:15:00	2937.59	2938.40	2936.42	2937.97	1502	0	10
2025.02.14	11:30:00	2937.96	2938.83	2934.15	2934.52	1735	0	10
2025.02.14	11:45:00	2934.50	2935.58	2934.16	2935.10	1467	0	10
2025.02.14	12:00:00	2935.10	2937.10	2934.23	2935.65	1572	0	10
2025.02.14	12:15:00	2935.61	2939.63	2935.58	2939.06	2304	0	11
2025.02.14	12:30:00	2939.16	2940.05	2936.81	2937.15	1465	0	10
2025.02.14	12:45:00	2937.22	2937.41	2935.11	2935.86	1452	0	10
2025.02.14	13:00:00	2935.88	2937.58	2933.50	2935.34	1545	0	10
2025.02.14	13:15:00	2935.37	2936.36	2934.20	2934.24	1178	0	10
2025.02.14	13:30:00	2934.22	2934.92	2933.51	2933.99	1170	0	10
2025.02.14	13:45:00	2933.97	2933.97	2929.32	2931.12	1833	0	10
2025.02.14	14:00:00	2931.08	2931.48	2929.25	2930.98	1790	0	11
2025.02.14	14:15:00	2931.00	2933.13	2930.93	2932.22	1845	0	10
2025.02.14	14:30:00	2932.19	2932.48	2927.84	2929.22	1702	0	10
2025.02.14	14:45:00	2929.21	2931.37	2929.04	2930.76	1804	0	10
2025.02.14	15:00:00	2930.90	2931.55	2926.11	2927.59	2640	0	10
2025.02.14	15:15:00	2927.60	2930.77	2926.29	2927.75	2792	0	10
2025.02.14	15:30:00	2929.08	2933.25	2917.88	2917.92	3825	0	12
2025.02.14	15:45:00	2917.88	2922.73	2917.62	2920.53	3775	0	10
